Review,Rating,Date,Helpful Count,source,raw_text,cleaned_text,is_relevant,exploration_signal,barriers,categories_mentioned,relevance_reason
बहुत ही घटिया और 420 भरा आपके कल आपके हाकर का व्यवहार. वह तीन आरेंज जूस के जगह पर दो आरेंज जूस और एक चुता हुआ मिक्स फ्रूट जूस 1 घंटे मे लेकर आया. हमसे बताया की हमारे पास दो ही आरेंज जूस उपलब्ध था. मै कहा की यह बात आडर डिलीवरी के पहले मुझे बतानी चाहिए. इस पर वह कोई सही जबाव नही दे पाया. कृपया हाकर पर अनुशासनात्मक कार्वाही कीजिए की भविष्य मे इस प्रकार का मनमानी नहीं कर सके.,5,2026-07-30 10:09:37 UTC,0,play_store,बहुत ही घटिया और 420 भरा आपके कल आपके हाकर का व्यवहार. वह तीन आरेंज जूस के जगह पर दो आरेंज जूस और एक चुता हुआ मिक्स फ्रूट जूस 1 घंटे मे लेकर आया. हमसे बताया की हमारे पास दो ही आरेंज जूस उपलब्ध था. मै कहा की यह बात आडर डिलीवरी के पहले मुझे बतानी चाहिए. इस पर वह कोई सही जबाव नही दे पाया. कृपया हाकर पर अनुशासनात्मक कार्वाही कीजिए की भविष्य मे इस प्रकार का मनमानी नहीं कर सके.,और 420 कल वह जगह पर और एक 1 यह आडर इस पर वह पर इस कर,False,noise,,,no category-exploration signal
"Terrible interface! The app is really slow and the cart option doesn't expand up once you click on it. If you have added something in the cart, you need to spend 5 to 10 minutes looking for an option to open the cart again. App is really not user friendly! Update: Issue is with the application, not the order or service. Thanks!",1,2026-07-30 10:09:27 UTC,1,play_store,"Terrible interface! The app is really slow and the cart option doesn't expand up once you click on it. If you have added something in the cart, you need to spend 5 to 10 minutes looking for an option to open the cart again. App is really not user friendly! Update: Issue is with the application, not the order or service. Thanks!",terrible interface app really slow cart option doesnt expand click add something cart need spend 5 10 minute look option open cart app really user friendly update issue application order service thanks,False,noise,,,no category-exploration signal
best app store,5,2026-07-30 10:09:16 UTC,0,play_store,best app store,best app store,False,noise,,,short generic praise/complaint without category cues
Great!,5,2026-07-30 10:09:11 UTC,0,play_store,Great!,great,False,noise,,,no category-exploration signal
"Their delivery speed is faster than I thought, thanks Blinkit.",5,2026-07-30 10:03:55 UTC,0,play_store,"Their delivery speed is faster than I thought, thanks Blinkit.",delivery speed faster thought thanks blinkit,False,noise,,,no category-exploration signal
very good experience with blinkit,5,2026-07-30 10:02:53 UTC,0,play_store,very good experience with blinkit,good experience blinkit,False,noise,,,no category-exploration signal
don't take any handling fee It's costly for students and many more people plz consider this problem.,1,2026-07-30 10:02:31 UTC,0,play_store,don't take any handling fee It's costly for students and many more people plz consider this problem.,dont take handle fee costly student many people plz consider problem,True,want_to_explore_blocked,price_uncertainty_new_category,,intent or category talk with friction/barrier cues
very good service for blanket,5,2026-07-30 09:59:32 UTC,0,play_store,very good service for blanket,good service blanket,False,noise,,,no category-exploration signal
"I have ordered for the first time today. Let's see how the experience happens, what is the facility?",4,2026-07-30 09:56:51 UTC,0,play_store,"I have ordered for the first time today. Let's see how the experience happens, what is the facility?",order first time today let see experience happen facility,True,unclear,,,category or barrier cues without clear funnel stage
Very Good And best app for instant ordering without going anywhere thank you so much 🙏😉,5,2026-07-30 09:55:43 UTC,0,play_store,Very Good And best app for instant ordering without going anywhere thank you so much 🙏😉,good best app instant order without go anywhere thank much,False,noise,,,no category-exploration signal
"very fast delivery, just like blink",5,2026-07-30 09:53:26 UTC,0,play_store,"very fast delivery, just like blink",fast delivery like blink,False,noise,,,no category-exploration signal
"My experiences have been highly satisfying. As displayed, at the time of ordering, they deliver within that time - not once or twice, but every time. The quality of the products is also very good. Moreover, in case of any problems, their customer service responds promptly and the resolution is extremely fast.",5,2026-07-30 09:50:53 UTC,0,play_store,"My experiences have been highly satisfying. As displayed, at the time of ordering, they deliver within that time - not once or twice, but every time. The quality of the products is also very good. Moreover, in case of any problems, their customer service responds promptly and the resolution is extremely fast.",experience highly satisfy display time order deliver within time twice every time quality product also good moreover case problem customer service respond promptly resolution extremely fast,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
Outstanding,5,2026-07-30 09:50:25 UTC,0,play_store,Outstanding,outstanding,False,noise,,,no category-exploration signal
Nice aap . . . .. . .... .. .,5,2026-07-30 09:50:12 UTC,0,play_store,Nice aap . . . .. . .... .. .,nice aap,False,noise,,,no category-exploration signal
very disappointed.. I order item.. and blinkit send very very low product sent.. and i returned.. but they refused...,1,2026-07-30 09:49:48 UTC,0,play_store,very disappointed.. I order item.. and blinkit send very very low product sent.. and i returned.. but they refused...,disappointed order item blinkit send low product sent return refuse,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
not good,1,2026-07-30 09:49:16 UTC,0,play_store,not good,good,False,noise,,,no category-exploration signal
very useful for working and non working mothers,5,2026-07-30 09:48:20 UTC,0,play_store,very useful for working and non working mothers,useful work non work mother,False,noise,,,no category-exploration signal
"I'd give zero stars if I could. order gets delayed often, sometimes by 45-50 mins. customer support is extremely unhelpful and you're forced to talk to an AI which doesn't understand the concern. better to get some alternative and not this.",1,2026-07-30 09:45:10 UTC,1,play_store,"I'd give zero stars if I could. order gets delayed often, sometimes by 45-50 mins. customer support is extremely unhelpful and you're forced to talk to an AI which doesn't understand the concern. better to get some alternative and not this.",id give zero star could order get delay often sometimes 4550 min customer support extremely unhelpful youre force talk ai doesnt understand concern well get alternative,True,unclear,coverage_or_eta,,category or barrier cues without clear funnel stage
"agr app ek baar material purchase krr lenge to vo vapis nhi krte, agr glt material aa gya ho to..",1,2026-07-30 09:40:28 UTC,0,play_store,"agr app ek baar material purchase krr lenge to vo vapis nhi krte, agr glt material aa gya ho to..",agr app ek baar material purchase krr lenge vo vapis nhi krte agr glt material aa gya ho,False,noise,,,no category-exploration signal
service is best,5,2026-07-30 09:39:43 UTC,0,play_store,service is best,service best,False,noise,,,no category-exploration signal
Great.. best quality products,5,2026-07-30 09:38:28 UTC,0,play_store,Great.. best quality products,great best quality product,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
jaldi aao bhaiya,5,2026-07-30 09:37:54 UTC,0,play_store,jaldi aao bhaiya,jaldi aao bhaiya,False,noise,,,no category-exploration signal
best app for best items,5,2026-07-30 09:30:26 UTC,0,play_store,best app for best items,best app best item,False,noise,,,no category-exploration signal
it is good but not best 😌 i,4,2026-07-30 09:27:10 UTC,0,play_store,it is good but not best 😌 i,good best,False,noise,,,no category-exploration signal
they dont give the change money ..and make the delivery so long many times ..and many times they say that they will give the change money on your blinkit app..but they don't give,2,2026-07-30 09:24:40 UTC,1,play_store,they dont give the change money ..and make the delivery so long many times ..and many times they say that they will give the change money on your blinkit app..but they don't give,dont give change money make delivery long many time many time say give change money blinkit appbut dont give,False,noise,,,no category-exploration signal
"It is okay till the time you dont give a feedback or have a complaint. Rude customer care who shouts, zero understanding of customer service, and taking orders with advance payment and then cancel without informing!!! for me its only for absolutely umergency requirements which Big Basket, Instamart or Amazon Now can not deliver. otherwise a BIG NO to Blinkit.",1,2026-07-30 09:23:35 UTC,0,play_store,"It is okay till the time you dont give a feedback or have a complaint. Rude customer care who shouts, zero understanding of customer service, and taking orders with advance payment and then cancel without informing!!! for me its only for absolutely umergency requirements which Big Basket, Instamart or Amazon Now can not deliver. otherwise a BIG NO to Blinkit.",okay till time dont give feedback complaint rude customer care shout zero understand customer service take order advance payment cancel without inform absolutely umergency requirement big basket instamart amazon deliver otherwise big blinkit,False,noise,,,no category-exploration signal
